timestamp_ns,orders_produced,orders_consumed,orders_dropped,buffer_size,buffer_capacity,throughput_ops_per_sec,avg_latency_ns,p95_latency_ns,p99_latency_ns,network_errors,batch_count
1753045104886283008,129000,127919,2,138,1024,10526.578147199845,409346.9723754847,621010.0421767682,1575717.7218471745,3,5229
1753045105986439936,131883,130801,5,401,1024,10000.823730144346,496439.58482510096,936856.104974484,1302437.7429353883,4,5412
1753045107091580928,136790,135702,9,15,1024,9977.693320866169,221435.70002342275,445978.6789926809,857905.1901879074,0,5579
1753045108194198016,137969,136847,10,693,1024,10327.768462042435,310104.90106379683,684748.2460119837,830571.0368905156,2,5739
1753045109298353920,142581,141451,10,749,1024,9413.189469328488,334362.9983337936,598508.1029028753,1312144.9887957815,3,5821
1753045110403461888,144541,143388,10,1001,1024,10108.61513088964,405625.4480343966,905047.0462702792,1484638.975100465,3,5988
1753045111508593920,146619,145455,8,553,1024,9038.587845070122,344432.61837710766,799642.0642305384,1213766.323516352,5,6111
1753045112613843968,149456,148271,4,628,1024,11269.240754687355,101765.14000974155,168741.15072404945,344536.3545706475,5,6187
1753045113718960896,153879,152662,10,834,1024,8313.434377796104,224091.3804918863,357329.7906662764,854188.4592275987,3,6350
1753045114820860928,157298,156047,2,537,1024,11961.805010979027,367394.91694836,551348.277819015,1299505.883137764,3,6413
1753045115925963008,158772,157516,8,269,1024,8707.251462218997,212819.6646997026,514122.50132619427,611059.7982020711,5,6464
1753045117031045120,162971,161697,10,275,1024,8655.117312367001,437216.3969909295,933895.9305272518,1650587.5530376795,1,6574
1753045118136139008,164474,163180,4,154,1024,8781.575863815344,286435.0998767494,699728.2860816369,904733.4888115354,3,6714
1753045119241582080,166084,164743,10,785,1024,11142.18592374904,452530.72702708666,1053684.4889692846,1649334.0509712198,2,6887
1753045120343954944,168615,167248,9,348,1024,8434.930856404673,172353.66572866123,284740.75050839153,556299.8297210572,4,7027
1753045121449103104,170296,168889,10,327,1024,9119.275580294101,326371.36590285477,493706.04905507545,1277678.9840558295,5,7127
1753045122549531904,174708,173275,10,553,1024,9762.420623964008,241265.64192341108,377960.0974618714,757645.556333114,2,7298
1753045123650712064,176014,174552,1,213,1024,10681.240973555607,478310.93764812604,948983.683388294,1251642.1867054717,2,7498
1753045124754639104,177413,175932,4,387,1024,8225.582227957508,242023.01080312836,448416.6118663717,629667.1575576363,0,7680
1753045125859702016,179578,178067,2,765,1024,11438.758824931241,444650.3896820509,958879.3687509124,1435386.2834046336,2,7871
1753045126964750080,181201,179649,6,269,1024,11314.170832033049,328783.9528527567,632197.2911555207,876581.6361138832,0,7935
1753045128069792000,184836,183245,5,252,1024,8617.480306563148,172360.11616350635,275566.500387364,540794.4697027002,5,8059
1753045129174946048,187762,186146,0,614,1024,10366.98080173188,455695.40553965175,813589.7288865863,1748617.5108428218,1,8170
1753045130279990016,191852,190231,0,909,1024,8426.5079928128,127290.25428278056,221767.27719265642,399254.49706216576,2,8277
1753045131385032960,196238,194587,10,49,1024,9035.27507431623,478319.71840941854,754450.6231799666,1518349.052762841,3,8365
1753045132490072064,197543,195855,6,275,1024,11297.619591172392,113409.2159360336,218487.75778440072,288450.0056565789,2,8433
1753045133594995968,202371,200682,10,194,1024,9189.049140418188,450013.33571316913,803262.7426776574,1709473.7316021456,1,8512
1753045134695376896,205381,203674,2,252,1024,9770.901059424945,200531.6679028425,471322.8136250505,709836.5832958241,5,8701
1753045135800372992,206843,205121,7,11,1024,8911.949964226127,113374.82985227117,249353.42484559544,386386.220841175,4,8803
1753045136900514048,207995,206239,10,374,1024,10392.19588648568,128522.77430138517,236813.4127340481,404225.91520258284,5,8902
1753045138005570048,210808,209039,2,609,1024,8078.5568434147135,391783.9928911602,698696.0373729841,1068957.322958195,3,9038
1753045139110615040,214507,212708,1,966,1024,11705.628672521101,295550.21446473757,653356.7574408157,759307.4923861087,2,9131
1753045140215663104,219172,217356,5,856,1024,8016.5410664399415,319544.29485733446,499789.3618371541,967336.972300042,1,9196
1753045141320712960,221487,219632,9,150,1024,8958.739525387798,225418.9401175271,534172.789571119,615287.5887223718,5,9249
1753045142421935104,226245,224378,7,733,1024,10703.8886726203,353270.952266276,635022.2391313455,954568.2245389968,2,9381
1753045143523235072,227577,225687,0,935,1024,9757.726895385109,362821.9545695688,797105.3986035004,1382567.2914936244,1,9518
1753045144628397056,230163,228249,3,764,1024,9203.361662946292,394841.8921565227,872813.2829936912,1060455.9684469642,2,9582
1753045145733564928,233211,231295,4,607,1024,8836.754842484235,143327.31837682502,291124.95340604824,558207.3227525505,0,9691
1753045146838644992,237227,235307,7,736,1024,8591.190840729132,178400.01439196232,330009.93053343834,677635.8833853852,4,9835
1753045147943706112,240809,238841,9,201,1024,10543.845765575394,430329.2960140393,928825.5769385537,1487958.4715811913,4,10035
1753045149048776960,244400,242394,0,402,1024,9711.742498433994,428471.23234453547,790093.1708195404,1594581.8470287854,1,10127
1753045150153871872,248640,246595,2,21,1024,10421.19468312776,182809.7218860675,455045.95072649757,671763.534348928,3,10201
1753045151253968896,249645,247589,3,323,1024,9726.633480631806,425920.1915289559,1012975.5430099074,1419191.1996434387,4,10290
1753045152359024128,250768,248712,4,795,1024,10224.200254397736,372449.0841808329,895712.6047307006,1423644.5502192122,0,10384
1753045153464088064,253809,251719,9,659,1024,10064.13977647636,283521.4290813125,602776.1696173262,923480.3091263047,5,10484
1753045154568327936,255804,253683,4,593,1024,8852.06434577993,402396.6391425473,896122.6931159077,1406665.2848337071,0,10542
1753045155673437952,257361,255217,6,788,1024,9661.446410968394,201192.80234558036,455978.43996720266,678208.8936994543,4,10618
1753045156778546944,259786,257607,0,394,1024,9488.166198317454,290887.8211845823,645489.3958460048,1127952.1097891603,1,10685
1753045157885583104,263448,261234,3,945,1024,11949.53740588645,297910.3662141247,578784.5481268099,912643.5270084809,1,10741
1753045158987546880,266210,263981,7,586,1024,11183.869059609791,414609.6154319632,662260.8577280773,1449161.8084652496,1,10883
1753045160092080896,268114,265839,10,723,1024,11319.75689647334,395309.0393238677,666749.4177076839,1036647.1490834532,1,10984
1753045161196532992,270504,268209,10,126,1024,10935.36819107436,369375.8584394853,684827.9946610451,1206910.8132251957,0,11082
1753045162298093056,273283,270948,1,450,1024,9163.24122440909,438041.55545887945,1002747.6830009359,1347574.3604519323,5,11237
1753045163400531968,277707,275358,5,613,1024,8208.043119486432,170042.9595871534,338399.28464088443,665124.1816597518,1,11399
1753045164502711040,282317,279929,5,411,1024,11443.992618999435,228040.12075187446,557454.5552999792,792611.2881880265,0,11481
1753045165608132096,284449,282011,0,933,1024,10073.593432442185,303326.46306750126,514257.67103921506,1097795.335883084,4,11664
1753045166709524992,288068,285613,6,1,1024,10117.604474765107,229059.450549705,405155.94467314455,586168.8587935424,3,11847
